order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,pickup_zone_standardized,dropoff_zone_standardized
O00197,C0420,Retail,2025-01-24 04:37:00,2,north,EAST,Medium,1970-01-01 00:00:00.000000175,Phone,0,North Zone,East Zone
O00198,C0487,Parcel,2024-09-13 17:44:00,2,West,Central,Low,1970-01-01 00:00:00.000000021,Web,0,West Zone,Central Zone
O00199,C0595,Retail,2024-10-02 14:00:00,12,NORTH,north,High,1970-01-01 00:00:00.000000062,App,0,North Zone,North Zone
O00200,C0060,Passenger,2024-01-26 10:09:00,4,Ctr,RiverSide,High,1970-01-01 00:00:00.000000094,App,0,Ctr,Riverside
O00201,C0486,Passenger,2025-05-13 16:30:00,4,north,South,Medium,1970-01-01 00:00:00.000000118,Web,0,North Zone,South Zone
O00202,C0449,Passenger,2024-02-02 01:04:00,1,South,West,Low,1970-01-01 00:00:00.000000020,Web,0,South Zone,West Zone
O00203,C0336,Business,2024-07-05 19:52:00,6,CENTRAL,AIRPORT,High,1970-01-01 00:00:00.000000084,Web,0,Central Zone,Airport
O00204,C0355,Passenger,2025-10-22 21:38:00,12,AIRPORT,WEST,High,1970-01-01 00:00:00.000000061,App,0,Airport,West Zone
O00205,C0246,Parcel,2025-02-05 15:10:00,6,North,SOUTH,Medium,1970-01-01 00:00:00.000000063,App,1,North Zone,South Zone
O00206,C0255,Parcel,2025-12-10 14:25:00,4,SOUTH,EAST,Low,1970-01-01 00:00:00.000000020,App,1,South Zone,East Zone
O00207,C0023,Business,2024-08-22 19:33:00,6,Ctr,RiverSide,Medium,1970-01-01 00:00:00.000000080,App,0,Ctr,Riverside
O00208,C0359,Passenger,2024-03-18 11:21:00,2,WEST,RiverSide,High,1970-01-01 00:00:00.000000090,Phone,1,West Zone,Riverside
O00209,C0201,Retail,2025-06-24 06:19:00,4,Airport,RiverSide,Critical,1970-01-01 00:00:00.000000178,App,1,Airport,Riverside
O00210,C0347,Parcel,2024-05-14 18:39:00,4,East,WEST,High,1970-01-01 00:00:00.000000106,Phone,0,East Zone,West Zone
O00211,C0488,Business,2024-02-14 06:10:00,6,Airport,EAST,Medium,1970-01-01 00:00:00.000000043,App,1,Airport,East Zone
O00212,C0121,Parcel,2025-01-04 23:29:00,4,EAST,Ctr,High,1970-01-01 00:00:00.000000128,API,0,East Zone,Ctr
O00213,C0512,Parcel,2024-12-05 18:29:00,12,West,RiverSide,Low,1970-01-01 00:00:00.000000161,Phone,1,West Zone,Riverside
O00214,C0088,Business,2025-02-01 11:20:00,2,EAST,East,High,1970-01-01 00:00:00.000000102,App,0,East Zone,East Zone
O00215,C0341,Business,2024-01-07 10:37:00,1,West,West,Medium,1970-01-01 00:00:00.000000084,Phone,1,West Zone,West Zone
O00216,C0629,Retail,2025-05-10 10:14:00,4,north,West,Critical,1970-01-01 00:00:00.000000220,App,0,North Zone,West Zone
O00217,C0331,Retail,2024-01-22 07:29:00,24,Airport,Airport,Medium,1970-01-01 00:00:00.000000040,Phone,1,Airport,Airport
O00218,C0154,Passenger,2025-09-15 01:40:00,2,north,West,Critical,1970-01-01 00:00:00.000000077,App,0,North Zone,West Zone
O00219,C0421,Passenger,2024-05-29 23:42:00,2,East,South,Medium,1970-01-01 00:00:00.000000062,App,0,East Zone,South Zone
O00220,C0428,Medical,2024-05-27 08:24:00,6,CENTRAL,West,Low,1970-01-01 00:00:00.000000136,Phone,0,Central Zone,West Zone
O00221,C0298,Parcel,2024-10-06 02:32:00,12,SOUTH,Airport,Medium,1970-01-01 00:00:00.000000016,Phone,0,South Zone,Airport
O00222,C0266,Parcel,2024-09-25 11:36:00,4,Riverside,WEST,High,1970-01-01 00:00:00.000000027,Phone,0,Riverside,West Zone
O00223,C0172,Retail,2025-08-10 16:37:00,4,Ctr,AIRPORT,High,1970-01-01 00:00:00.000000178,Web,0,Ctr,Airport
O00224,C0045,Parcel,2024-05-22 22:02:00,24,NORTH,Central,High,1970-01-01 00:00:00.000000046,App,1,North Zone,Central Zone
O00225,C0290,Retail,2025-07-28 03:55:00,1,RiverSide,RiverSide,Medium,1970-01-01 00:00:00.000000025,App,0,Riverside,Riverside
O00226,C0292,Parcel,2024-07-23 13:40:00,24,EAST,north,Medium,1970-01-01 00:00:00.000000063,App,0,East Zone,North Zone
O00227,C0174,Business,2025-08-08 20:06:00,4,AIRPORT,NORTH,Medium,1970-01-01 00:00:00.000000021,App,0,Airport,North Zone
O00228,C0242,Parcel,2025-01-06 09:50:00,6,East,AIRPORT,High,1970-01-01 00:00:00.000000087,Web,0,East Zone,Airport
O00229,C0335,Passenger,2024-08-31 04:43:00,6,CENTRAL,Riverside,Medium,1970-01-01 00:00:00.000000033,App,0,Central Zone,Riverside
O00230,C0533,Passenger,2024-03-14 09:48:00,1,CENTRAL,north,Low,1970-01-01 00:00:00.000000025,App,1,Central Zone,North Zone
O00231,C0250,Passenger,2024-12-15 23:23:00,6,East,South,Low,1970-01-01 00:00:00.000000069,App,0,East Zone,South Zone
O00232,C0533,Retail,2025-06-05 20:15:00,6,RiverSide,Central,Medium,1970-01-01 00:00:00.000000122,API,1,Riverside,Central Zone
O00233,C0252,Parcel,2024-12-24 17:45:00,1,Riverside,South,High,1970-01-01 00:00:00.000000100,Phone,1,Riverside,South Zone
O00234,C0145,Parcel,2025-02-19 10:03:00,6,South,RiverSide,Low,1970-01-01 00:00:00.000000042,Web,0,South Zone,Riverside
O00235,C0502,Retail,2025-12-22 10:42:00,2,Ctr,Central,Medium,1970-01-01 00:00:00.000000027,Phone,0,Ctr,Central Zone
O00236,C0429,Business,2024-11-26 15:32:00,2,EAST,South,Medium,1970-01-01 00:00:00.000000118,App,0,East Zone,South Zone
O00237,C0431,Parcel,2025-01-11 07:51:00,24,RiverSide,SOUTH,Low,1970-01-01 00:00:00.000000019,Web,0,Riverside,South Zone
O00238,C0141,Parcel,2024-08-28 11:09:00,4,SOUTH,West,Critical,1970-01-01 00:00:00.000000192,Phone,1,South Zone,West Zone
O00239,C0399,Parcel,2024-05-18 06:00:00,4,Ctr,Central,Low,1970-01-01 00:00:00.000000031,App,0,Ctr,Central Zone
O00240,C0289,Passenger,2025-11-18 14:25:00,2,EAST,AIRPORT,Low,1970-01-01 00:00:00.000000071,App,0,East Zone,Airport
O00241,C0117,Parcel,2025-04-01 12:36:00,2,West,north,Low,1970-01-01 00:00:00.000000099,App,1,West Zone,North Zone
O00242,C0587,Retail,2024-11-05 05:37:00,1,Ctr,WEST,High,1970-01-01 00:00:00.000000042,App,0,Ctr,West Zone
O00243,C0153,Passenger,2024-03-08 04:19:00,6,SOUTH,West,Low,1970-01-01 00:00:00.000000064,Phone,0,South Zone,West Zone
O00244,C0519,Passenger,2024-11-11 08:46:00,1,NORTH,RiverSide,Medium,1970-01-01 00:00:00.000000225,API,0,North Zone,Riverside
O00245,C0096,Parcel,2025-08-08 17:42:00,4,South,South,Low,1970-01-01 00:00:00.000000021,App,1,South Zone,South Zone
O00246,C0023,Parcel,2024-12-14 02:58:00,4,EAST,Riverside,Medium,1970-01-01 00:00:00.000000068,Web,0,East Zone,Riverside
O00247,C0613,Parcel,2024-07-13 18:59:00,4,East,South,High,1970-01-01 00:00:00.000000124,App,0,East Zone,South Zone
O00248,C0153,Passenger,2024-03-22 18:11:00,4,South,AIRPORT,Medium,1970-01-01 00:00:00.000000016,Phone,0,South Zone,Airport
O00249,C0566,Business,2024-11-07 18:22:00,2,CENTRAL,West,Critical,1970-01-01 00:00:00.000000218,App,0,Central Zone,West Zone
O00250,C0300,Passenger,2025-04-24 11:49:00,24,Central,NORTH,Medium,1970-01-01 00:00:00.000000009,App,0,Central Zone,North Zone
O00251,C0581,Parcel,2025-12-07 13:46:00,1,RiverSide,SOUTH,Medium,1970-01-01 00:00:00.000000042,App,0,Riverside,South Zone
O00252,C0232,Parcel,2024-03-10 15:20:00,1,EAST,north,Low,1970-01-01 00:00:00.000000066,Phone,0,East Zone,North Zone
O00253,C0543,Retail,2024-06-28 08:57:00,4,Ctr,WEST,High,1970-01-01 00:00:00.000000144,Web,0,Ctr,West Zone
O00254,C0097,Parcel,2024-09-20 17:01:00,4,north,WEST,Medium,1970-01-01 00:00:00.000000115,App,0,North Zone,West Zone
O00255,C0225,Retail,2024-06-17 20:17:00,12,SOUTH,CENTRAL,Critical,1970-01-01 00:00:00.000000139,Phone,0,South Zone,Central Zone
O00256,C0564,Retail,2024-08-30 22:01:00,6,north,North,High,1970-01-01 00:00:00.000000131,App,0,North Zone,North Zone
O00257,C0128,Passenger,2024-08-11 01:25:00,6,South,north,Critical,1970-01-01 00:00:00.000000087,Phone,1,South Zone,North Zone
O00258,C0107,Business,2025-04-03 06:57:00,4,Central,West,Low,1970-01-01 00:00:00.000000098,App,0,Central Zone,West Zone
O00259,C0122,Retail,2025-09-09 09:55:00,24,South,EAST,High,1970-01-01 00:00:00.000000172,App,1,South Zone,East Zone
O00260,C0597,Parcel,2025-05-28 20:06:00,6,Central,Riverside,Low,1970-01-01 00:00:00.000000198,App,1,Central Zone,Riverside
O00261,C0003,Passenger,2024-07-20 07:46:00,12,WEST,EAST,Low,1970-01-01 00:00:00.000000165,App,0,West Zone,East Zone
O00262,C0265,Passenger,2024-02-28 04:38:00,6,CENTRAL,Central,High,1970-01-01 00:00:00.000000151,Phone,1,Central Zone,Central Zone
O00263,C0031,Parcel,2024-02-19 02:04:00,2,West,Central,Low,1970-01-01 00:00:00.000000063,App,0,West Zone,Central Zone
O00264,C0633,Business,2025-08-12 10:46:00,6,EAST,AIRPORT,Medium,1970-01-01 00:00:00.000000113,App,1,East Zone,Airport
O00265,C0244,Parcel,2024-05-19 00:12:00,4,RiverSide,South,Medium,1970-01-01 00:00:00.000000020,App,0,Riverside,South Zone
O00266,C0345,Business,2024-10-04 17:41:00,2,Ctr,North,High,1970-01-01 00:00:00.000000041,App,1,Ctr,North Zone
O00267,C0256,Parcel,2024-01-16 20:20:00,6,AIRPORT,North,Low,1970-01-01 00:00:00.000000098,App,0,Airport,North Zone
O00268,C0475,Medical,2024-01-29 06:20:00,4,West,West,Medium,1970-01-01 00:00:00.000000071,App,1,West Zone,West Zone
O00269,C0175,Passenger,2024-11-30 23:01:00,6,north,RiverSide,Medium,1970-01-01 00:00:00.000000019,App,0,North Zone,Riverside
O00270,C0561,Business,2025-10-26 15:25:00,4,WEST,CENTRAL,Medium,1970-01-01 00:00:00.000000140,App,1,West Zone,Central Zone
O00271,C0381,Passenger,2025-09-16 21:51:00,4,WEST,Ctr,Critical,1970-01-01 00:00:00.000000192,App,0,West Zone,Ctr
O00272,C0647,Retail,2024-12-11 05:03:00,24,Riverside,CENTRAL,Medium,1970-01-01 00:00:00.000000055,App,0,Riverside,Central Zone
O00273,C0642,Retail,2025-02-28 01:05:00,24,Central,WEST,Medium,1970-01-01 00:00:00.000000016,App,0,Central Zone,West Zone
O00274,C0086,Passenger,2025-10-03 19:21:00,24,NORTH,West,High,1970-01-01 00:00:00.000000090,App,1,North Zone,West Zone
O00275,C0473,Business,2025-05-21 19:25:00,6,SOUTH,EAST,Medium,1970-01-01 00:00:00.000000142,App,0,South Zone,East Zone
O00276,C0442,Parcel,2024-09-20 14:55:00,6,Central,EAST,Medium,1970-01-01 00:00:00.000000061,App,0,Central Zone,East Zone
O00277,C0329,Passenger,2024-01-14 00:59:00,6,West,Central,Medium,1970-01-01 00:00:00.000000107,Phone,0,West Zone,Central Zone
O00278,C0183,Passenger,2024-11-20 18:41:00,12,Ctr,NORTH,High,1970-01-01 00:00:00.000000032,Phone,0,Ctr,North Zone
O00279,C0246,Business,2024-11-16 01:26:00,12,WEST,RiverSide,Medium,1970-01-01 00:00:00.000000061,App,0,West Zone,Riverside
O00280,C0206,Passenger,2025-09-20 22:46:00,12,EAST,AIRPORT,Critical,1970-01-01 00:00:00.000000151,App,1,East Zone,Airport
O00281,C0437,Passenger,2024-12-03 05:05:00,4,AIRPORT,north,Low,1970-01-01 00:00:00.000000047,Web,0,Airport,North Zone
O00282,C0630,Parcel,2024-01-20 04:13:00,6,South,West,Medium,1970-01-01 00:00:00.000000207,Web,0,South Zone,West Zone
O00283,C0430,Business,2024-05-26 16:49:00,6,north,WEST,Medium,1970-01-01 00:00:00.000000177,App,0,North Zone,West Zone
O00284,C0363,Passenger,2024-04-02 11:52:00,24,north,AIRPORT,High,1970-01-01 00:00:00.000000116,Phone,0,North Zone,Airport
O00285,C0180,Business,2025-01-05 13:22:00,4,north,North,High,1970-01-01 00:00:00.000000106,App,0,North Zone,North Zone
O00286,C0402,Business,2025-07-05 21:37:00,6,WEST,EAST,Low,1970-01-01 00:00:00.000000084,App,0,West Zone,East Zone
O00287,C0201,Retail,2025-07-22 04:42:00,1,WEST,Airport,Low,1970-01-01 00:00:00.000000068,Phone,0,West Zone,Airport
O00288,C0542,Medical,2025-09-08 18:21:00,4,SOUTH,CENTRAL,Low,1970-01-01 00:00:00.000000056,App,0,South Zone,Central Zone
O00289,C0574,Parcel,2024-08-23 23:39:00,24,north,East,High,1970-01-01 00:00:00.000000020,App,0,North Zone,East Zone
O00290,C0028,Medical,2024-09-21 22:30:00,2,CENTRAL,WEST,High,1970-01-01 00:00:00.000000054,App,0,Central Zone,West Zone
O00291,C0198,Business,2024-02-02 20:19:00,4,AIRPORT,SOUTH,Low,1970-01-01 00:00:00.000000116,Web,0,Airport,South Zone
O00292,C0060,Parcel,2025-10-29 17:45:00,12,Ctr,West,Medium,1970-01-01 00:00:00.000000059,App,0,Ctr,West Zone
O00293,C0165,Parcel,2025-04-09 17:17:00,6,Ctr,East,Critical,1970-01-01 00:00:00.000000067,App,0,Ctr,East Zone
O00294,C0486,Parcel,2025-01-05 16:33:00,1,AIRPORT,AIRPORT,Low,1970-01-01 00:00:00.000000082,App,0,Airport,Airport
O00295,C0123,Passenger,2024-10-07 04:16:00,2,East,NORTH,Medium,1970-01-01 00:00:00.000000045,App,0,East Zone,North Zone
O00296,C0400,Retail,2024-01-10 17:30:00,6,South,North,Medium,1970-01-01 00:00:00.000000010,App,0,South Zone,North Zone
O00297,C0560,Passenger,2024-04-12 20:51:00,6,Airport,RiverSide,Low,1970-01-01 00:00:00.000000151,Web,0,Airport,Riverside
O00298,C0184,Parcel,2025-01-06 04:40:00,4,WEST,north,Low,1970-01-01 00:00:00.000000028,Web,0,West Zone,North Zone
O00299,C0566,Retail,2024-08-21 12:48:00,6,South,Ctr,Low,1970-01-01 00:00:00.000000172,API,0,South Zone,Ctr
O00300,C0512,Retail,2024-04-02 00:39:00,4,Riverside,SOUTH,Low,1970-01-01 00:00:00.000000033,App,1,Riverside,South Zone
O00301,C0181,Business,2024-05-17 03:03:00,6,EAST,Riverside,Medium,1970-01-01 00:00:00.000000063,App,0,East Zone,Riverside
O00302,C0558,Retail,2025-07-10 16:13:00,24,RiverSide,CENTRAL,High,1970-01-01 00:00:00.000000228,Web,0,Riverside,Central Zone
O00303,C0514,Retail,2025-07-22 05:16:00,4,Central,South,Medium,1970-01-01 00:00:00.000000048,Web,0,Central Zone,South Zone
O00304,C0253,Passenger,2025-09-12 11:47:00,12,EAST,RiverSide,High,1970-01-01 00:00:00.000000134,App,0,East Zone,Riverside
O00305,C0322,Parcel,2024-06-01 05:55:00,24,Riverside,AIRPORT,Low,1970-01-01 00:00:00.000000046,Phone,0,Riverside,Airport
O00306,C0613,Passenger,2024-06-14 16:01:00,4,NORTH,NORTH,Low,1970-01-01 00:00:00.000000042,Phone,0,North Zone,North Zone
O00307,C0343,Parcel,2024-12-25 22:15:00,4,EAST,Riverside,Low,1970-01-01 00:00:00.000000073,App,0,East Zone,Riverside
O00308,C0458,Passenger,2025-03-28 15:13:00,12,Airport,WEST,Medium,1970-01-01 00:00:00.000000100,API,0,Airport,West Zone
O00309,C0073,Parcel,2025-10-13 11:57:00,1,South,Airport,Medium,1970-01-01 00:00:00.000000175,Phone,0,South Zone,Airport
O00310,C0094,Retail,2025-02-02 14:13:00,24,Central,WEST,High,1970-01-01 00:00:00.000000028,App,0,Central Zone,West Zone
O00311,C0215,Medical,2024-11-27 00:06:00,12,Central,SOUTH,High,1970-01-01 00:00:00.000000167,Phone,0,Central Zone,South Zone
O00312,C0164,Passenger,2025-11-06 23:00:00,6,East,East,Medium,1970-01-01 00:00:00.000000124,App,0,East Zone,East Zone
O00313,C0616,Medical,2024-03-08 20:58:00,24,SOUTH,north,Low,1970-01-01 00:00:00.000000011,App,0,South Zone,North Zone
O00314,C0626,Medical,2025-02-15 21:55:00,6,EAST,EAST,High,1970-01-01 00:00:00.000000039,Web,0,East Zone,East Zone
O00315,C0494,Parcel,2024-12-25 01:14:00,4,north,South,Low,1970-01-01 00:00:00.000000159,App,0,North Zone,South Zone
O00316,C0094,Medical,2025-07-31 12:26:00,6,West,WEST,Low,1970-01-01 00:00:00.000000053,App,0,West Zone,West Zone
O00317,C0094,Passenger,2025-01-19 21:40:00,6,RiverSide,WEST,High,1970-01-01 00:00:00.000000236,App,1,Riverside,West Zone
O00318,C0009,Retail,2024-08-17 00:16:00,6,RiverSide,South,Low,1970-01-01 00:00:00.000000084,Web,1,Riverside,South Zone
O00319,C0335,Business,2024-01-22 08:45:00,24,Ctr,AIRPORT,Low,1970-01-01 00:00:00.000000124,App,0,Ctr,Airport
O00320,C0519,Parcel,2025-03-20 07:14:00,1,Central,WEST,High,1970-01-01 00:00:00.000000097,Phone,0,Central Zone,West Zone
O00321,C0016,Medical,2024-12-28 06:20:00,4,Central,West,Medium,1970-01-01 00:00:00.000000097,Web,0,Central Zone,West Zone
O00322,C0495,Business,2025-03-11 20:17:00,4,Ctr,SOUTH,High,1970-01-01 00:00:00.000000061,App,0,Ctr,South Zone
O00323,C0487,Retail,2024-11-01 15:13:00,4,South,north,Low,1970-01-01 00:00:00.000000022,Phone,0,South Zone,North Zone
O00324,C0019,Passenger,2025-08-06 05:30:00,1,South,Riverside,High,1970-01-01 00:00:00.000000131,App,1,South Zone,Riverside
O00325,C0259,Passenger,2024-09-30 04:52:00,2,north,South,Medium,1970-01-01 00:00:00.000000070,Web,0,North Zone,South Zone
O00326,C0178,Passenger,2024-11-03 09:05:00,12,WEST,WEST,Medium,1970-01-01 00:00:00.000000242,Web,0,West Zone,West Zone
O00327,C0435,Retail,2024-12-05 00:31:00,4,NORTH,north,Low,1970-01-01 00:00:00.000000090,API,0,North Zone,North Zone
O00328,C0491,Business,2024-09-12 05:20:00,2,East,South,Medium,1970-01-01 00:00:00.000000037,App,0,East Zone,South Zone
O00329,C0278,Parcel,2025-11-30 19:38:00,6,Central,South,Medium,1970-01-01 00:00:00.000000007,Web,1,Central Zone,South Zone
O00330,C0172,Medical,2025-04-08 06:37:00,1,West,Riverside,Medium,1970-01-01 00:00:00.000000049,Web,0,West Zone,Riverside
O00331,C0399,Parcel,2024-02-23 06:54:00,6,RiverSide,East,Medium,1970-01-01 00:00:00.000000036,App,0,Riverside,East Zone
O00332,C0110,Business,2025-01-04 01:49:00,12,North,RiverSide,Medium,1970-01-01 00:00:00.000000093,Phone,0,North Zone,Riverside
O00333,C0123,Medical,2025-03-25 05:27:00,6,EAST,Central,Medium,1970-01-01 00:00:00.000000071,App,0,East Zone,Central Zone
O00334,C0500,Parcel,2024-05-23 09:43:00,4,RiverSide,SOUTH,High,1970-01-01 00:00:00.000000062,API,0,Riverside,South Zone
O00335,C0482,Passenger,2024-01-26 03:09:00,24,North,Airport,High,1970-01-01 00:00:00.000000227,API,1,North Zone,Airport
O00336,C0115,Retail,2024-01-10 04:58:00,6,West,Ctr,Critical,1970-01-01 00:00:00.000000108,App,0,West Zone,Ctr
O00337,C0463,Retail,2024-11-05 04:32:00,6,West,AIRPORT,Critical,1970-01-01 00:00:00.000000068,App,1,West Zone,Airport
O00338,C0648,Passenger,2024-12-26 03:48:00,6,RiverSide,Riverside,Medium,1970-01-01 00:00:00.000000038,App,0,Riverside,Riverside
O00339,C0301,Medical,2024-06-21 14:43:00,2,Airport,North,High,1970-01-01 00:00:00.000000238,Web,0,Airport,North Zone
O00340,C0127,Retail,2025-02-10 02:26:00,2,Ctr,Airport,High,1970-01-01 00:00:00.000000089,App,0,Ctr,Airport
O00341,C0026,Retail,2024-12-13 20:58:00,4,RiverSide,EAST,Medium,1970-01-01 00:00:00.000000036,App,0,Riverside,East Zone
O00342,C0643,Passenger,2025-11-12 22:25:00,6,north,SOUTH,Low,1970-01-01 00:00:00.000000187,Web,0,North Zone,South Zone
O00343,C0184,Business,2024-12-09 01:37:00,2,Ctr,SOUTH,Medium,1970-01-01 00:00:00.000000081,App,0,Ctr,South Zone
O00344,C0594,Parcel,2024-08-28 06:50:00,6,CENTRAL,North,Medium,1970-01-01 00:00:00.000000104,API,1,Central Zone,North Zone
O00345,C0337,Retail,2025-10-04 22:00:00,6,East,CENTRAL,High,1970-01-01 00:00:00.000000027,Phone,0,East Zone,Central Zone
O00346,C0500,Retail,2024-02-08 04:32:00,2,Riverside,East,Medium,1970-01-01 00:00:00.000000084,App,0,Riverside,East Zone
O00347,C0004,Parcel,2025-09-01 07:36:00,12,SOUTH,SOUTH,Medium,1970-01-01 00:00:00.000000078,App,0,South Zone,South Zone
O00348,C0372,Parcel,2025-03-16 22:06:00,2,NORTH,SOUTH,High,1970-01-01 00:00:00.000000058,Web,0,North Zone,South Zone
O00349,C0161,Business,2024-01-21 01:57:00,2,NORTH,Central,Medium,1970-01-01 00:00:00.000000055,API,0,North Zone,Central Zone
O00350,C0197,Retail,2024-11-20 02:56:00,4,East,WEST,High,1970-01-01 00:00:00.000000013,App,0,East Zone,West Zone
O00351,C0259,Parcel,2024-04-22 03:31:00,1,AIRPORT,WEST,Medium,1970-01-01 00:00:00.000000020,Web,1,Airport,West Zone
O00352,C0097,Parcel,2024-05-19 16:27:00,4,Airport,North,Low,1970-01-01 00:00:00.000000271,App,0,Airport,North Zone
O00353,C0354,Business,2024-01-03 05:14:00,4,WEST,Airport,Low,1970-01-01 00:00:00.000000135,Phone,0,West Zone,Airport
O00354,C0154,Parcel,2025-12-02 17:09:00,2,EAST,Riverside,Low,1970-01-01 00:00:00.000000078,Web,0,East Zone,Riverside
O00355,C0006,Passenger,2025-10-10 23:34:00,4,Riverside,Riverside,Medium,1970-01-01 00:00:00.000000059,App,0,Riverside,Riverside
O00356,C0430,Medical,2025-05-27 03:33:00,4,RiverSide,AIRPORT,Medium,1970-01-01 00:00:00.000000064,App,0,Riverside,Airport
O00357,C0608,Retail,2024-12-28 15:58:00,2,Central,South,Medium,1970-01-01 00:00:00.000000171,Phone,0,Central Zone,South Zone
O00358,C0273,Passenger,2024-03-20 11:13:00,4,Riverside,CENTRAL,Low,1970-01-01 00:00:00.000000094,App,0,Riverside,Central Zone
O00359,C0048,Passenger,2024-08-17 23:04:00,24,EAST,CENTRAL,High,1970-01-01 00:00:00.000000134,Web,0,East Zone,Central Zone
O00360,C0506,Passenger,2024-10-06 22:11:00,1,CENTRAL,Central,High,1970-01-01 00:00:00.000000111,App,0,Central Zone,Central Zone
O00361,C0345,Business,2024-01-16 08:17:00,1,East,South,Low,1970-01-01 00:00:00.000000256,App,0,East Zone,South Zone
O00362,C0586,Medical,2024-03-11 01:12:00,4,Central,RiverSide,High,1970-01-01 00:00:00.000000043,Phone,0,Central Zone,Riverside
O00363,C0230,Passenger,2025-06-04 01:26:00,4,RiverSide,South,High,1970-01-01 00:00:00.000000035,App,1,Riverside,South Zone
O00364,C0354,Medical,2025-07-23 11:17:00,12,WEST,CENTRAL,Critical,1970-01-01 00:00:00.000000114,App,0,West Zone,Central Zone
O00365,C0237,Medical,2024-01-11 10:44:00,4,EAST,West,Low,1970-01-01 00:00:00.000000021,Phone,1,East Zone,West Zone
O00366,C0592,Business,2024-02-12 20:29:00,24,CENTRAL,South,High,1970-01-01 00:00:00.000000052,App,0,Central Zone,South Zone
O00367,C0162,Passenger,2025-07-11 09:35:00,4,SOUTH,NORTH,High,1970-01-01 00:00:00.000000046,Phone,0,South Zone,North Zone
O00368,C0552,Business,2024-12-04 22:26:00,4,Central,north,High,1970-01-01 00:00:00.000000089,App,1,Central Zone,North Zone
O00369,C0093,Business,2024-10-02 12:27:00,6,Ctr,Riverside,Medium,1970-01-01 00:00:00.000000070,Phone,0,Ctr,Riverside
O00370,C0021,Parcel,2024-11-21 17:26:00,4,SOUTH,SOUTH,High,1970-01-01 00:00:00.000000074,Phone,0,South Zone,South Zone
O00371,C0530,Business,2025-01-27 04:24:00,4,north,North,Medium,1970-01-01 00:00:00.000000073,Web,1,North Zone,North Zone
O00372,C0536,Parcel,2025-01-29 13:51:00,2,SOUTH,Riverside,Low,1970-01-01 00:00:00.000000057,App,1,South Zone,Riverside
O00373,C0372,Parcel,2024-05-26 20:00:00,24,North,Central,Medium,1970-01-01 00:00:00.000000095,App,0,North Zone,Central Zone
O00374,C0343,Parcel,2024-09-01 19:32:00,24,NORTH,RiverSide,Medium,1970-01-01 00:00:00.000000093,Web,0,North Zone,Riverside
O00375,C0012,Medical,2024-09-17 22:39:00,4,Central,East,High,1970-01-01 00:00:00.000000150,Phone,0,Central Zone,East Zone
O00376,C0286,Passenger,2025-01-21 07:52:00,12,NORTH,West,Critical,1970-01-01 00:00:00.000000033,API,0,North Zone,West Zone
O00377,C0131,Retail,2024-07-22 21:07:00,12,AIRPORT,East,Medium,1970-01-01 00:00:00.000000213,App,1,Airport,East Zone
O00378,C0485,Retail,2024-03-29 19:50:00,6,North,NORTH,High,1970-01-01 00:00:00.000000172,Web,1,North Zone,North Zone
O00379,C0648,Parcel,2024-02-04 22:03:00,4,North,East,Medium,1970-01-01 00:00:00.000000052,Web,0,North Zone,East Zone
O00380,C0057,Passenger,2025-02-19 22:35:00,6,NORTH,North,Low,1970-01-01 00:00:00.000000095,App,0,North Zone,North Zone
O00381,C0420,Parcel,2024-11-28 21:41:00,24,EAST,WEST,Low,1970-01-01 00:00:00.000000067,Web,0,East Zone,West Zone
O00382,C0463,Retail,2025-03-29 17:42:00,6,CENTRAL,RiverSide,High,1970-01-01 00:00:00.000000054,API,0,Central Zone,Riverside
O00383,C0442,Retail,2024-11-19 14:36:00,4,WEST,East,Critical,1970-01-01 00:00:00.000000109,App,0,West Zone,East Zone
O00384,C0469,Medical,2024-01-01 15:47:00,4,Ctr,Central,Low,1970-01-01 00:00:00.000000012,Web,0,Ctr,Central Zone
O00385,C0646,Passenger,2025-10-24 15:32:00,4,Riverside,RiverSide,Medium,1970-01-01 00:00:00.000000226,Phone,0,Riverside,Riverside
O00386,C0250,Medical,2024-12-16 18:34:00,6,CENTRAL,Ctr,Medium,1970-01-01 00:00:00.000000095,Web,0,Central Zone,Ctr
O00387,C0470,Passenger,2025-01-24 07:52:00,1,South,EAST,High,1970-01-01 00:00:00.000000107,Phone,0,South Zone,East Zone
O00388,C0292,Retail,2025-10-06 23:55:00,4,NORTH,Riverside,High,1970-01-01 00:00:00.000000066,App,0,North Zone,Riverside
O00389,C0361,Passenger,2025-01-22 11:45:00,4,Central,RiverSide,Low,1970-01-01 00:00:00.000000065,App,0,Central Zone,Riverside
O00390,C0150,Passenger,2024-03-06 12:33:00,6,NORTH,NORTH,Medium,1970-01-01 00:00:00.000000042,Web,0,North Zone,North Zone
O00391,C0541,Retail,2024-09-29 19:42:00,1,West,RiverSide,High,1970-01-01 00:00:00.000000012,API,0,West Zone,Riverside
O00392,C0356,Retail,2025-11-24 10:04:00,6,EAST,Riverside,Medium,1970-01-01 00:00:00.000000073,App,0,East Zone,Riverside
O00393,C0573,Parcel,2025-10-05 17:42:00,4,CENTRAL,East,Low,1970-01-01 00:00:00.000000064,Web,0,Central Zone,East Zone
