delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,dispatch_time_year,dispatch_time_month,dispatch_time_week,dispatch_time_day,dispatch_time_day_name,dispatch_time_hour,customer_id,delivery_time_hours,is_missing_driver,is_missing_zone,is_missing_delivery_time,negative_delivery_time_flag,same_minute_delivery_flag,delivery_time_outlier_flag,delivery_time_zscore,delivery_time_z_outlier_flag,order_weekday,order_month,late_delivery_flag,high_value_order_flag,is_unfulfilled,delivered_flag,driver_delivery_count,zone_volume,fulfillment_rate,driver_utilization
DL00475,O01121,D074,V027,H07,2024-06-03 08:50:00,2024-06-03 17:50:35.358594,ontime,3.63,2,0,1970-01-01 00:00:00.000000004,9.74,2024,6,23,3,Monday,8,C0078,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00476,O00849,D094,V035,H07,2024-05-06 00:48:00,2024-05-06 14:59:17.100441,delayed,15.93,1,0,1970-01-01 00:00:00.000000004,10.87,2024,5,19,6,Monday,0,C0412,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00477,O00613,D162,V002,H03,2025-12-02 22:57:00,2025-12-03 10:47:11.610255,delayed,25.16,1,0,,23.03,2025,12,49,2,Tuesday,22,C0650,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00478,O00947,D133,V109,H05,2024-01-31 17:32:00,2024-02-01 03:51:28.208192,delayed,9.6,2,0,1970-01-01 00:00:00.000000001,11.77,2024,1,5,31,Wednesday,17,C0467,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00479,O00533,D091,V047,H01,2024-11-03 02:54:00,2024-11-03 19:36:46.278515,delayed,3.46,0,0,1970-01-01 00:00:00.000000001,14.35,2024,11,44,3,Sunday,2,C0338,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00480,O00978,D119,V044,H07,2025-09-11 07:01:00,2025-09-12 01:49:05.346029,ontime,24.44,0,0,1970-01-01 00:00:00.000000004,8.9,2025,9,37,11,Thursday,7,C0515,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00481,O01095,D077,V086,H04,2024-03-14 17:15:00,2024-03-14 20:29:07.930187,ontime,16.16,1,0,1970-01-01 00:00:00.000000003,22.66,2024,3,11,14,Thursday,17,C0612,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00482,O00777,D141,V118,H02,2025-10-19 00:12:00,2025-10-19 22:22:41.203962,failed,11.35,1,1,1970-01-01 00:00:00.000000002,18.23,2025,10,42,19,Sunday,0,C0226,,0,1,1,0,0,0,,0,,,0,0,1,0,9,,,9
DL00483,O00036,D135,V017,H06,2024-11-06 05:51:00,2024-11-06 11:52:01.051436,delayed,8.41,0,1,1970-01-01 00:00:00.000000004,9.29,2024,11,45,6,Wednesday,5,C0126,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00484,O00437,D144,V079,H02,2025-09-25 07:59:00,2025-09-25 13:47:34.696350,ontime,21.25,2,0,1970-01-01 00:00:00.000000003,12.17,2025,9,39,25,Thursday,7,C0618,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00485,O00449,D121,V061,H03,2025-06-08 03:10:00,2025-06-08 01:22:24.218429,ontime,16.11,1,0,1970-01-01 00:00:00.000000001,12.64,2025,6,23,8,Sunday,3,C0544,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00486,O00306,D052,V114,H01,2024-06-14 17:09:00,2024-06-15 05:57:57.188614,failed,14.52,0,1,1970-01-01 00:00:00.000000004,14.81,2024,6,24,14,Friday,17,C0613,,0,1,1,0,0,0,,0,,,0,0,1,0,8,,,8
DL00487,O01111,D054,V027,H03,2024-11-15 00:10:00,2024-11-15 04:17:33.739828,ontime,12.36,0,0,1970-01-01 00:00:00.000000004,12.09,2024,11,46,15,Friday,0,C0167,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00488,O01053,D038,V014,H08,2025-10-23 03:57:00,2025-10-23 08:18:12.147470,ontime,3.33,0,0,,10.75,2025,10,43,23,Thursday,3,C0106,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00489,O00911,D130,V112,H02,2025-05-20 23:09:00,2025-05-21 00:26:05.202498,ontime,12.53,1,0,1970-01-01 00:00:00.000000003,16.53,2025,5,21,20,Tuesday,23,C0214,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00490,O00701,D039,V035,H04,2025-12-15 21:19:00,2025-12-16 19:49:17.202716,failed,1.65,1,0,1970-01-01 00:00:00.000000004,10.31,2025,12,51,15,Monday,21,C0021,,0,1,1,0,0,0,,0,,,0,0,1,0,9,,,9
DL00491,O00181,D124,V113,H08,2024-12-16 02:36:00,2024-12-16 03:51:28.734813,ontime,33.46,3,0,1970-01-01 00:00:00.000000004,16.73,2024,12,51,16,Monday,2,C0252,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00492,O00035,D100,V108,H06,2024-06-14 15:50:00,2024-06-15 05:51:47.019652,failed,9.55,0,0,1970-01-01 00:00:00.000000001,9.2,2024,6,24,14,Friday,15,C0524,,0,1,1,0,0,0,,0,,,0,0,1,0,8,,,8
DL00493,O00803,D017,V070,H03,2025-08-09 20:37:00,2025-08-09 23:43:05.330497,ontime,4.68,0,0,1970-01-01 00:00:00.000000004,11.06,2025,8,32,9,Saturday,20,C0509,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00494,O00322,D072,V058,H08,2025-03-11 22:48:00,2025-03-12 01:38:13.776857,ontime,14.05,2,0,1970-01-01 00:00:00.000000004,11.2,2025,3,11,11,Tuesday,22,C0495,,0,1,1,0,0,0,,0,,,0,0,0,1,2,,,2
DL00495,O01189,D129,V006,H05,2024-05-23 01:38:00,2024-05-23 04:12:11.690549,ontime,33.39,2,0,1970-01-01 00:00:00.000000004,19.23,2024,5,21,23,Thursday,1,C0353,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00496,O00622,D142,V102,H02,2024-04-23 18:22:00,2024-04-24 16:12:08.253404,ontime,7.97,2,0,1970-01-01 00:00:00.000000004,11.59,2024,4,17,23,Tuesday,18,C0439,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00497,O00192,D083,V116,H08,2025-08-18 14:17:00,2025-08-20 03:34:36.170242,failed,12.14,1,0,1970-01-01 00:00:00.000000003,11.88,2025,8,34,18,Monday,14,C0404,,0,1,1,0,0,0,,0,,,0,0,1,0,9,,,9
DL00498,O01205,D091,V018,H08,2024-12-20 02:21:00,2024-12-20 05:11:42.324554,ontime,8.6,0,0,1970-01-01 00:00:00.000000003,2.93,2024,12,51,20,Friday,2,C0559,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00499,O01144,D053,V038,H01,2025-02-07 22:48:00,2025-02-08 17:25:46.790590,delayed,10.41,0,0,1970-01-01 00:00:00.000000003,10.6,2025,2,6,7,Friday,22,C0571,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00500,O00556,D017,V063,H02,2024-09-01 03:37:00,2024-09-01 05:39:15.173184,ontime,6.73,1,0,1970-01-01 00:00:00.000000003,11.11,2024,9,35,1,Sunday,3,C0643,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00501,O01211,D114,V087,H06,2025-11-12 07:51:00,2025-11-13 07:44:27.569654,ontime,9.66,0,0,1970-01-01 00:00:00.000000004,15.25,2025,11,46,12,Wednesday,7,C0345,,0,1,1,0,0,0,,0,,,0,0,0,1,3,,,3
DL00502,O01190,D114,V026,H03,2025-11-24 18:47:00,2025-11-24 23:48:20.579555,ontime,9.61,3,0,1970-01-01 00:00:00.000000003,6.03,2025,11,48,24,Monday,18,C0168,,0,1,1,0,0,0,,0,,,0,0,0,1,3,,,3
DL00503,O00760,D154,V014,H07,2024-03-14 23:28:00,2024-03-15 20:48:21.177033,ontime,12.95,0,0,1970-01-01 00:00:00.000000003,10.7,2024,3,11,14,Thursday,23,C0051,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00504,O00679,D023,V098,H08,2024-11-15 04:30:00,2024-11-16 02:36:46.022359,ontime,6.55,1,0,1970-01-01 00:00:00.000000005,12.11,2024,11,46,15,Friday,4,C0244,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00505,O00833,D170,V017,H08,2025-05-05 04:31:00,2025-05-05 20:10:37.600890,failed,12.0,3,1,1970-01-01 00:00:00.000000002,12.22,2025,5,19,5,Monday,4,C0431,,0,1,1,0,0,0,,0,,,0,0,1,0,4,,,4
DL00506,O00094,D077,V079,H05,2024-09-27 03:56:00,2024-09-27 16:59:08.774450,delayed,17.369999999999997,2,0,1970-01-01 00:00:00.000000003,9.14,2024,9,39,27,Friday,3,C0361,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00507,O00396,D021,V030,H07,2025-04-30 00:13:00,,delayed,15.18,2,0,1970-01-01 00:00:00.000000002,10.76,2025,4,18,30,Wednesday,0,C0475,,0,1,1,0,0,0,,0,,,0,0,0,1,2,,,2
DL00508,O00161,D015,V025,H03,2024-08-19 19:52:00,2024-08-20 07:24:22.258983,ontime,12.14,0,0,1970-01-01 00:00:00.000000004,14.06,2024,8,34,19,Monday,19,C0025,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00509,O00719,D116,V086,H01,2024-01-04 19:33:00,2024-01-05 05:38:11.606195,delayed,16.37,0,0,1970-01-01 00:00:00.000000001,11.37,2024,1,1,4,Thursday,19,C0395,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00510,O00359,D057,V004,H01,2024-08-17 23:15:00,2024-08-18 20:50:19.862546,ontime,12.07,0,0,1970-01-01 00:00:00.000000004,18.19,2024,8,33,17,Saturday,23,C0048,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00511,O01237,D123,V083,H05,2025-12-30 09:00:00,2025-12-31 04:46:44.532285,delayed,9.94,0,0,1970-01-01 00:00:00.000000001,10.76,2025,12,1,30,Tuesday,9,C0357,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00512,O00224,D040,V029,H07,2024-05-22 23:18:00,2024-05-24 08:58:29.649915,delayed,8.4,3,1,1970-01-01 00:00:00.000000003,11.49,2024,5,21,22,Wednesday,23,C0045,,0,1,1,0,0,0,,0,,,0,0,0,1,2,,,2
DL00513,O00420,D168,V043,H02,2025-01-25 09:44:00,2025-01-25 21:24:13.161385,delayed,12.02,0,0,1970-01-01 00:00:00.000000003,18.86,2025,1,4,25,Saturday,9,C0506,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00514,O01250,D165,V052,H03,2024-06-28 09:25:00,2024-06-28 15:00:52.039877,delayed,10.32,3,0,1970-01-01 00:00:00.000000002,7.89,2024,6,26,28,Friday,9,C0180,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00515,O00619,D130,V005,H04,2025-09-01 14:52:00,2025-09-02 00:12:38.168449,failed,17.55,3,1,1970-01-01 00:00:00.000000003,21.0,2025,9,36,1,Monday,14,C0268,,0,1,1,0,0,0,,0,,,0,0,1,0,8,,,8
DL00516,O00337,D141,V117,H01,2024-11-05 06:45:00,2024-11-05 16:55:42.237731,delayed,21.23,2,0,1970-01-01 00:00:00.000000001,10.77,2024,11,45,5,Tuesday,6,C0463,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00517,O00509,D104,V088,H08,2024-08-26 19:01:00,2024-08-26 19:33:26.376954,ontime,14.73,4,0,1970-01-01 00:00:00.000000004,16.75,2024,8,35,26,Monday,19,C0535,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00518,O00984,D041,V024,H06,2025-04-15 00:21:00,2025-04-15 04:48:27.290762,ontime,15.41,0,0,1970-01-01 00:00:00.000000004,19.09,2025,4,16,15,Tuesday,0,C0155,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00519,O00446,D096,V065,H07,2025-03-22 14:42:00,2025-03-22 21:54:23.825692,ontime,29.8,2,0,,10.84,2025,3,12,22,Saturday,14,C0172,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00520,O00429,D055,V040,H01,2025-03-09 11:12:00,2025-03-09 21:37:26.844290,delayed,3.14,1,0,1970-01-01 00:00:00.000000003,11.42,2025,3,10,9,Sunday,11,C0466,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00521,O00606,D038,V036,H08,2025-10-17 17:03:00,,failed,5.35,2,0,1970-01-01 00:00:00.000000002,7.1,2025,10,42,17,Friday,17,C0050,,0,1,1,0,0,0,,0,,,0,0,1,0,6,,,6
DL00522,O00296,D129,V013,H04,2024-01-10 19:26:00,2024-01-11 00:39:30.858716,ontime,10.01,0,0,1970-01-01 00:00:00.000000004,8.94,2024,1,2,10,Wednesday,19,C0400,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00523,O00714,D026,V076,H01,2024-05-26 19:04:00,2024-05-27 15:57:10.253711,ontime,2.39,1,0,1970-01-01 00:00:00.000000004,8.78,2024,5,21,26,Sunday,19,C0456,,0,1,1,0,0,0,,0,,,0,0,0,1,11,,,11
DL00524,O00683,D130,V005,H07,2025-05-01 08:21:00,2025-05-01 15:11:37.139494,ontime,16.66,2,0,1970-01-01 00:00:00.000000004,17.68,2025,5,18,1,Thursday,8,C0375,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00525,O00351,D038,V006,H01,2024-04-22 05:04:00,2024-04-22 05:42:26.815920,ontime,28.2,2,0,1970-01-01 00:00:00.000000004,19.16,2024,4,17,22,Monday,5,C0259,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00526,O01045,D068,V027,H06,2024-08-26 13:19:00,2024-08-27 01:57:35.507434,delayed,12.18,0,0,1970-01-01 00:00:00.000000004,10.18,2024,8,35,26,Monday,13,C0506,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00527,O00913,D108,V043,H07,2025-04-05 06:44:00,2025-04-05 11:51:23.882491,ontime,20.7,1,0,1970-01-01 00:00:00.000000004,16.49,2025,4,14,5,Saturday,6,C0091,,0,1,1,0,0,0,,0,,,0,0,0,1,11,,,11
DL00528,O00826,D033,V008,H03,2024-04-06 07:05:00,2024-04-06 12:23:18.106390,ontime,24.17,2,0,1970-01-01 00:00:00.000000004,20.91,2024,4,14,6,Saturday,7,C0055,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00529,O00822,D088,V114,H06,2024-09-01 09:19:00,2024-09-01 21:28:05.123766,failed,1.2,0,0,1970-01-01 00:00:00.000000002,7.53,2024,9,35,1,Sunday,9,C0186,,0,1,1,0,0,0,,0,,,0,0,1,0,9,,,9
DL00530,O00756,D095,V042,H01,2025-02-03 18:06:00,2025-02-05 09:39:56.840261,failed,30.51,2,0,1970-01-01 00:00:00.000000002,19.5,2025,2,6,3,Monday,18,C0413,,0,1,1,0,0,0,,0,,,0,0,1,0,5,,,5
DL00531,O00140,D163,V116,H04,2024-03-03 02:25:00,2024-03-03 03:18:14.371045,ontime,13.95,0,0,1970-01-01 00:00:00.000000003,16.65,2024,3,9,3,Sunday,2,C0621,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00532,O00315,D009,V104,H02,2024-12-25 03:30:00,2024-12-25 08:59:02.760085,ontime,16.49,1,0,1970-01-01 00:00:00.000000004,10.37,2024,12,52,25,Wednesday,3,C0494,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00533,O00543,D135,V002,H08,2025-07-18 06:49:00,2025-07-18 18:51:59.960350,failed,34.15,2,0,1970-01-01 00:00:00.000000002,21.32,2025,7,29,18,Friday,6,C0468,,0,1,1,0,0,0,,0,,,0,0,1,0,10,,,10
DL00534,O00816,D166,V069,H08,2025-02-13 20:53:00,2025-02-14 10:48:17.655941,ontime,9.47,0,0,1970-01-01 00:00:00.000000003,6.56,2025,2,7,13,Thursday,20,C0113,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00535,O01058,D033,V094,H07,2025-05-09 00:57:00,2025-05-09 02:20:23.931566,ontime,23.45,3,0,1970-01-01 00:00:00.000000003,18.56,2025,5,19,9,Friday,0,C0215,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00536,O01184,D055,V030,H01,2025-01-24 15:02:00,2025-01-25 19:26:40.923781,failed,7.04,2,0,1970-01-01 00:00:00.000000001,14.06,2025,1,4,24,Friday,15,C0253,,0,1,1,0,0,0,,0,,,0,0,1,0,10,,,10
DL00537,O00083,D153,V033,H07,2024-10-23 00:53:00,2024-10-23 01:25:13.645321,ontime,30.51,1,0,1970-01-01 00:00:00.000000003,9.75,2024,10,43,23,Wednesday,0,C0215,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00538,O00682,D141,V015,H07,2024-10-05 12:07:00,2024-10-05 20:38:02.796068,delayed,8.55,0,1,1970-01-01 00:00:00.000000002,3.46,2024,10,40,5,Saturday,12,C0529,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00539,O01160,D067,V111,H03,2024-05-13 01:19:00,2024-05-13 03:22:01.712270,ontime,13.52,0,0,1970-01-01 00:00:00.000000004,10.35,2024,5,20,13,Monday,1,C0548,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00540,O00068,D008,V072,H04,2025-10-13 12:06:00,2025-10-13 15:29:29.316851,delayed,16.2,2,0,1970-01-01 00:00:00.000000003,16.04,2025,10,42,13,Monday,12,C0084,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00541,O01142,D022,V013,H04,2025-11-07 11:29:00,2025-11-08 09:47:08.900794,ontime,6.68,1,0,1970-01-01 00:00:00.000000003,8.98,2025,11,45,7,Friday,11,C0136,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00542,O00415,D125,V114,H02,2024-06-27 18:22:00,2024-06-27 21:23:54.066359,ontime,7.18,0,0,1970-01-01 00:00:00.000000004,5.99,2024,6,26,27,Thursday,18,C0591,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00543,O00218,D102,V098,H03,2025-09-15 02:24:00,2025-09-15 02:34:49.446322,ontime,12.01,0,0,1970-01-01 00:00:00.000000005,5.87,2025,9,38,15,Monday,2,C0154,,0,1,1,0,0,0,,0,,,0,0,0,1,13,,,13
DL00544,O00345,D154,V082,H08,2025-10-04 22:41:00,2025-10-05 13:48:30.623730,delayed,13.93,2,0,1970-01-01 00:00:00.000000003,8.53,2025,10,40,4,Saturday,22,C0337,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00545,O01067,D113,V072,H04,2024-06-16 04:56:00,2024-06-17 00:22:38.764981,delayed,12.43,0,0,1970-01-01 00:00:00.000000005,13.31,2024,6,24,16,Sunday,4,C0304,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00546,O00324,D095,V052,H04,2025-08-06 07:36:00,2025-08-06 06:15:57.544779,ontime,8.95,2,0,1970-01-01 00:00:00.000000004,10.57,2025,8,32,6,Wednesday,7,C0019,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00547,O00778,D014,V090,H05,2025-10-07 19:49:00,2025-10-07 21:46:03.475662,ontime,11.03,0,0,1970-01-01 00:00:00.000000004,14.38,2025,10,41,7,Tuesday,19,C0514,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00548,O00537,D132,V039,H05,2024-06-25 11:02:00,2024-06-25 18:55:41.523219,failed,10.4,1,0,1970-01-01 00:00:00.000000003,11.4,2024,6,26,25,Tuesday,11,C0153,,0,1,1,0,0,0,,0,,,0,0,1,0,4,,,4
DL00549,O00476,D001,V094,H06,2024-02-23 06:45:00,2024-02-24 04:45:22.084547,ontime,10.11,0,0,1970-01-01 00:00:00.000000004,14.59,2024,2,8,23,Friday,6,C0078,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00550,O00572,D110,V065,H01,2025-02-06 21:04:00,2025-02-07 00:38:52.069531,ontime,14.34,2,0,1970-01-01 00:00:00.000000004,12.06,2025,2,6,6,Thursday,21,C0202,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00551,O00448,D108,V114,H04,2025-02-11 16:05:00,2025-02-11 19:11:25.139103,ontime,18.74,3,0,1970-01-01 00:00:00.000000004,21.38,2025,2,7,11,Tuesday,16,C0487,,0,1,1,0,0,0,,0,,,0,0,0,1,11,,,11
DL00552,O00298,D115,V010,H01,2025-01-06 07:28:00,2025-01-06 09:41:48.771576,ontime,1.9,1,0,1970-01-01 00:00:00.000000004,13.26,2025,1,2,6,Monday,7,C0184,,0,1,1,0,0,0,,0,,,0,0,0,1,3,,,3
DL00553,O00491,D090,V066,H02,2024-07-03 16:22:00,2024-07-03 15:00:56.724747,ontime,13.19,2,0,1970-01-01 00:00:00.000000004,10.34,2024,7,27,3,Wednesday,16,C0460,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00554,O00709,D117,V086,H04,2025-12-09 04:47:00,2025-12-09 15:45:16.170978,ontime,11.59,1,0,1970-01-01 00:00:00.000000004,14.76,2025,12,50,9,Tuesday,4,C0369,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00555,O00839,D129,V013,H01,2024-01-31 20:31:00,2024-01-31 23:49:48.719703,ontime,6.51,2,0,1970-01-01 00:00:00.000000003,11.19,2024,1,5,31,Wednesday,20,C0046,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00556,O00702,D070,V030,H07,2024-12-28 22:07:00,2024-12-28 23:26:56.318304,ontime,5.03,0,0,1970-01-01 00:00:00.000000003,8.15,2024,12,52,28,Saturday,22,C0228,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00557,O00781,D055,V027,H08,2024-11-19 14:07:00,2024-11-20 00:38:27.684151,ontime,17.54,2,0,1970-01-01 00:00:00.000000005,13.31,2024,11,47,19,Tuesday,14,C0049,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00558,O00142,D024,V011,H05,2024-10-31 20:22:00,2024-11-01 11:32:26.519611,failed,14.64,1,0,1970-01-01 00:00:00.000000001,18.56,2024,10,44,31,Thursday,20,C0628,,0,1,1,0,0,0,,0,,,0,0,1,0,8,,,8
DL00559,O00988,D131,V044,H05,2024-11-17 20:37:00,2024-11-18 16:31:21.183962,failed,6.97,2,0,1970-01-01 00:00:00.000000001,11.38,2024,11,46,17,Sunday,20,C0330,,0,1,1,0,0,0,,0,,,0,0,1,0,9,,,9
DL00560,O00077,D127,V120,H08,2025-07-30 07:48:00,2025-07-30 11:13:32.980554,ontime,4.49,2,0,1970-01-01 00:00:00.000000004,14.99,2025,7,31,30,Wednesday,7,C0543,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00561,O00086,D054,V005,H03,2024-07-20 06:42:00,2024-07-20 06:20:25.478336,ontime,7.67,2,0,1970-01-01 00:00:00.000000003,19.2,2024,7,29,20,Saturday,6,C0255,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00562,O00746,D128,V113,H08,2024-12-14 10:47:00,2024-12-14 15:16:25.399886,ontime,13.59,0,0,1970-01-01 00:00:00.000000003,10.51,2024,12,50,14,Saturday,10,C0014,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00563,O01238,D093,V045,H02,2025-04-18 05:35:00,2025-04-18 18:48:55.541447,ontime,10.07,1,0,1970-01-01 00:00:00.000000005,12.75,2025,4,16,18,Friday,5,C0318,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00564,O00824,D077,V120,H03,2024-08-17 23:23:00,2024-08-18 08:25:18.768409,ontime,18.23,0,0,1970-01-01 00:00:00.000000004,10.05,2024,8,33,17,Saturday,23,C0074,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00565,O00344,D151,V022,H06,2024-08-28 08:16:00,2024-08-28 10:17:14.247044,ontime,14.95,2,0,1970-01-01 00:00:00.000000003,8.75,2024,8,35,28,Wednesday,8,C0594,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00566,O01226,D162,V082,H03,2025-03-02 06:49:00,2025-03-02 13:57:14.169691,ontime,22.66,1,0,1970-01-01 00:00:00.000000003,14.91,2025,3,9,2,Sunday,6,C0140,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00567,O00918,D142,V051,H03,2024-11-26 06:40:00,2024-11-26 07:20:28.068828,ontime,10.47,0,0,1970-01-01 00:00:00.000000004,11.4,2024,11,48,26,Tuesday,6,C0147,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00568,O00244,D167,V082,H04,2024-11-11 09:39:00,,ontime,11.52,0,0,1970-01-01 00:00:00.000000005,9.33,2024,11,46,11,Monday,9,C0519,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00569,O00312,D066,V116,H01,2025-11-07 01:03:00,2025-11-07 05:18:29.822078,ontime,20.95,1,0,1970-01-01 00:00:00.000000004,19.6,2025,11,45,7,Friday,1,C0164,,0,1,1,0,0,0,,0,,,0,0,0,1,1,,,1
DL00570,O00319,D017,V028,H08,2024-01-22 10:23:00,2024-01-23 06:55:15.896869,ontime,20.67,1,0,1970-01-01 00:00:00.000000005,9.88,2024,1,4,22,Monday,10,C0335,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00571,O00413,D003,V029,H01,2025-04-01 22:46:00,2025-04-02 03:26:31.358277,ontime,23.53,3,0,1970-01-01 00:00:00.000000004,14.49,2025,4,14,1,Tuesday,22,C0183,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00572,O00905,D002,V048,H08,2025-09-04 03:45:00,2025-09-04 06:59:36.638257,ontime,8.35,3,0,1970-01-01 00:00:00.000000003,11.45,2025,9,36,4,Thursday,3,C0622,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00573,O01214,D118,V077,H02,2024-05-07 23:32:00,2024-05-08 01:20:03.169081,ontime,7.3,1,0,1970-01-01 00:00:00.000000005,14.05,2024,5,19,7,Tuesday,23,C0386,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00574,O00693,D048,V016,H05,2025-11-08 19:41:00,2025-11-09 11:16:21.047564,failed,24.31,1,0,1970-01-01 00:00:00.000000004,16.24,2025,11,45,8,Saturday,19,C0199,,0,1,1,0,0,0,,0,,,0,0,1,0,3,,,3
DL00575,O01177,D133,V105,H04,2024-10-17 04:35:00,2024-10-17 16:22:26.533829,ontime,12.03,2,0,1970-01-01 00:00:00.000000004,10.65,2024,10,42,17,Thursday,4,C0611,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00576,O00483,D133,V021,H08,2024-11-17 01:34:00,2024-11-17 16:32:57.970274,failed,13.83,1,0,1970-01-01 00:00:00.000000005,16.98,2024,11,46,17,Sunday,1,C0285,,0,1,1,0,0,0,,0,,,0,0,1,0,12,,,12
DL00577,O00973,D108,V043,H05,2024-01-12 21:57:00,2024-01-12 22:09:43.637461,ontime,21.03,1,0,1970-01-01 00:00:00.000000003,12.99,2024,1,2,12,Friday,21,C0506,,0,1,1,0,0,0,,0,,,0,0,0,1,11,,,11
DL00578,O00115,D032,V108,H06,2024-02-21 08:24:00,2024-02-21 14:09:53.056302,ontime,11.09,0,0,1970-01-01 00:00:00.000000004,7.9,2024,2,8,21,Wednesday,8,C0157,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
